,534,249,1521|,534,106,31,1519|,534,106,33,1519|,532,38,31,1519|,532,38,33,1519|,532,135,245,1521|,532,243,240,1519|,532,259,256,1519|,532,391,388,1519|,532,1235,1238,1519|,536,55,247,1521|,536,109,249,1521|,536,281,284,1519|,536,281,284,469,1517|,536,109,106,31,1519|,536,109,106,33,1519|,536,55,56,31,1519|,536,55,56,33,1519|,536,55,207,204,1519|,536,18,13,31,1519|,536,18,13,33,1519|,536,18,51,46,1519|,536,18,67,68,1519|,536,18,203,204,1519|,536,18,239,240,1519|,536,18,525,520,1519|,536,18,557,560,1519|,536,18,559,560,1519|,536,18,587,588,1519|,536,18,675,670,1519|
,856,146,663,1317|,858,506,663,1317|,860,18,663,1317|,860,109,661,1317|,860,109,106,9,1313|,860,18,4,6,1313|,860,18,4,255,1315|,860,18,13,9,1313|,860,18,63,58,1313|,860,18,83,86,1313|,860,18,203,253,1315|,860,18,341,659,1317|,860,16,2,663,1317|,860,20,11,9,1313|,860,20,269,270,1313|,860,55,56,9,1313|,860,55,207,253,1315|,860,197,200,168,1313|,860,197,200,251,1315|,860,209,210,663,1317|,860,281,284,28,1313|,860,537,534,661,1317|,860,539,542,661,1317|,860,699,696,663,1317|,860,919,920,661,1317|,860,1041,1038,9,1313|,860,1243,1240,663,1317|,860,1243,1244,120,1313|,860,1321,1318,663,1317|,860,1321,1322,152,1313|
,524,3,1283|,601,602,1285|,601,602,34,1283|,601,602,36,1283|,601,598,39,1285|,524,3,35,1285|,524,3,37,1285|,524,13,39,1285|,524,19,16,1283|,524,73,70,1285|,524,159,156,1285|,524,239,242,1285|,524,415,416,1283|,524,507,811,1287|,524,733,730,1285|,524,835,832,1283|,524,925,926,1285|,524,1567,1568,1283|,520,30,39,1285|,520,32,39,1285|,520,241,242,1285|,520,257,258,1285|,520,389,390,1285|,520,1239,1234,1285|,522,40,3,1283|,522,42,39,1285|,522,44,3,1283|,522,75,70,1285|,522,409,406,1283|,522,409,406,35,1285|
,1084,160,23,1459|,1084,160,507,1461|,1084,160,983,1457|,1084,162,27,1459|,1084,164,27,1459|,1084,313,310,1459|,1084,313,505,1461|,1086,468,985,1457|,1088,40,23,1459|,1088,40,507,1461|,1088,40,983,1457|,1088,42,27,1459|,1088,44,23,1459|,1088,44,507,1461|,1088,44,983,1457|,1088,845,846,1461|,1577,1578,1058,1459|,1577,1580,1254,1457|,1703,1704,23,1459|,1703,1704,507,1461|,1703,1704,983,1457|,1703,1704,13,27,1459|,1703,1704,67,64,1459|,1703,1704,101,102,1459|,1703,1704,341,344,1459|,1703,1704,573,570,1461|,1703,1704,1055,1058,1459|,1703,1706,894,25,1459|,1577,1580,1252,846,1461|,1577,1578,1054,23,1459|
,154,777,867|,156,775,867|,485,486,863|,154,76,117,863|,158,4,773,867|,158,19,539,865|,158,67,113,863|,158,83,115,863|,158,83,1021,1022|,158,147,541,865|,158,489,486,863|,158,635,636,863|,158,675,672,863|,158,899,902,867|,158,983,1255,1256|,158,1231,1232,863|,158,1561,1562,863|,267,262,773,867|,275,276,113,863|,275,639,636,863|,355,352,115,863|,355,352,1021,1022|,355,1051,1052,863|,451,448,136,863|,763,764,773,867|,897,894,117,863|,993,988,902,867|,993,990,24,117,863|,993,990,65,113,863|,993,990,111,543,865|
,38,9,153|,38,14,151|,135,132,151|,603,727,724|,775,772,151|,775,772,6,153|,603,598,9,153|,603,598,14,151|,135,132,6,153|,135,130,9,153|,135,130,14,151|,135,245,729,724|,38,14,6,153|,38,9,7,151|,38,12,4,151|,38,12,1319,1322|,38,31,28,153|,38,31,369,366|,38,33,28,153|,38,33,369,366|,38,107,129,149|,38,131,132,151|,38,237,232,153|,38,531,1227,1222|,38,599,727,724|,38,619,616,151|,38,905,908,151|,34,2,4,151|,34,2,1319,1322|,34,17,1321,1322|
,998,225,797|,998,1047,1044|,1005,1002,797|,998,28,121,799|,998,30,531,801|,998,30,1081,1078|,998,30,1359,1356|,998,32,531,801|,998,32,1081,1078|,998,32,1359,1356|,998,47,119,799|,998,231,228,797|,998,385,529,801|,998,473,474,799|,998,577,578,801|,998,779,780,799|,998,783,780,799|,998,891,888,801|,998,937,938,799|,994,78,531,801|,994,78,1081,1078|,994,78,1359,1356|,994,80,225,797|,994,80,1047,1044|,994,91,1355,1356|,994,105,221,797|,996,13,531,801|,996,13,1081,1078|,996,13,1359,1356|,996,41,123,799|
,1629|,972,151,367,1625|,972,273,1497,1627|,970,545,1493,1627|,974,372,545,1493,1627|,974,370,101,365,1625|,974,370,881,882,1625|,974,374,101,365,1625|,974,374,881,882,1625|,974,625,622,1495,1627|,972,5,101,365,1625|,972,5,881,882,1625|,972,6,29,369,1625|,972,6,153,367,1625|,972,6,271,1497,1627|,972,15,31,369,1625|,972,15,33,369,1625|,972,195,190,369,1625|,972,219,214,369,1625|,972,255,955,956,1625|,972,301,298,369,1625|,972,301,302,1495,1627|,972,855,850,365,1625|,972,1351,1352,1495,1627|,970,142,117,1495,1627|,970,142,269,1497,1627|,970,142,1555,1552,1627|,970,144,68,369,1625|,970,144,113,1495,1627|,970,146,101,365,1625|
,202,489,1217|,202,645,1219|,331,643,1219|,331,332,489,1217|,331,332,645,1219|,202,63,641,1219|,202,159,485,1217|,202,333,643,1219|,202,925,1133,1221|,204,231,1135,1221|,307,308,1135,1221|,347,350,1135,1221|,443,444,489,1217|,443,444,645,1219|,555,550,489,1217|,555,550,645,1219|,911,914,489,1217|,911,914,645,1219|,911,914,63,641,1219|,911,914,159,485,1217|,911,914,333,643,1219|,911,914,925,1133,1221|,555,550,63,641,1219|,555,550,159,485,1217|,555,550,333,643,1219|,555,550,925,1133,1221|,555,552,117,487,1217|,555,552,1537,1538,1219|,443,444,63,641,1219|,443,444,159,485,1217|
,472,469,1447|,472,1199,1449|,472,257,260,1445|,472,299,471,1447|,472,385,467,1447|,472,671,1203,1449|,472,1519,1516,1447|,476,1379,1382,1449|,503,506,211,1445|,503,506,19,209,1445|,503,506,675,1203,1449|,503,571,572,211,1445|,503,859,860,209,1445|,503,859,1631,1632,1445|,476,1379,1380,1086,1447|,476,352,82,211,1445|,476,354,158,211,1445|,476,354,383,467,1447|,472,671,674,211,1445|,472,30,10,213,1445|,472,30,12,211,1445|,472,30,387,467,1447|,472,32,10,213,1445|,472,32,12,211,1445|,472,32,387,467,1447|,472,47,48,213,1445|,472,47,50,211,1445|,472,69,66,211,1445|,472,81,76,213,1445|,472,81,95,1201,1449|
,1420,432,1469|,1420,434,320,1471|,1422,664,501,1473|,1422,666,1711,1708|,1424,171,166,1471|,1424,431,432,1469|,1583,1586,1494,1471|,1583,1584,530,501,1473|,1424,431,434,320,1471|,1424,171,839,842,1469|,1424,171,1183,1184,1469|,1424,171,1349,1352,1471|,1424,124,46,1711,1708|,1424,124,48,117,1471|,1424,124,50,101,1469|,1424,124,1291,1292,1469|,1424,124,1525,1526,1473|,1424,128,106,501,1473|,1424,128,110,103,1469|,1424,128,1559,1562,1471|,1424,149,367,364,1469|,1424,457,458,101,1469|,1424,755,756,499,1473|,1424,1415,1418,101,1469|,1422,666,30,501,1473|,1422,666,32,501,1473|,1422,666,69,113,1471|,1422,666,81,105,1469|,1422,666,225,220,1469|,1422,666,231,1713,1708|
,1024,11,665,1423|,1024,49,125,1425|,1026,42,665,1423|,1028,78,665,1423|,1028,80,667,1423|,1028,105,433,1421|,1028,105,433,430,1425|,1028,80,30,665,1423|,1028,80,32,665,1423|,1028,80,47,125,1425|,1028,80,319,435,1421|,1028,80,985,986,1423|,1028,78,31,667,1423|,1028,78,33,667,1423|,1028,78,107,129,1425|,1028,78,317,435,1421|,1028,78,531,1585,1582|,1028,76,11,665,1423|,1028,76,49,125,1425|,1028,91,92,665,1423|,1028,361,362,170,1425|,1028,995,998,667,1423|,1026,42,31,667,1423|,1026,42,33,667,1423|,1026,42,107,129,1425|,1026,42,317,435,1421|,1026,42,531,1585,1582|,1026,40,13,665,1423|,1026,40,51,125,1425|,1026,40,101,433,1421|
,1714,113,715|,1718,101,713|,1718,19,537,717|,1718,23,103,713|,1718,67,113,715|,1718,83,115,715|,1718,489,486,715|,1718,635,636,715|,1718,675,672,715|,1718,875,878,713|,1718,881,884,713|,1718,1231,1232,715|,1718,1289,1292,713|,1718,1561,1562,715|,1714,64,103,713|,1714,66,101,713|,1714,1209,1204,715|,1716,390,533,717|,1716,392,113,715|,1716,392,64,103,713|,1716,392,66,101,713|,1716,392,1209,1204,715|,1716,388,69,113,715|,1716,388,81,105,713|,1716,388,225,220,713|,1716,388,299,302,715|,1716,388,319,320,715|,1716,388,369,364,713|,1716,388,671,672,715|,1716,429,424,101,713|
,1212,628,278|,1212,632,162,131|,1212,632,164,131|,1210,202,4,133|,1210,202,13,131|,1210,202,291,286|,1210,202,585,582|,1210,204,30,131|,1210,204,32,131|,1210,206,56,131|,1210,206,247,244|,1210,253,254,133|,1210,495,492,135|,1210,803,804,286|,1210,1169,1172,133|,1214,458,4,133|,1214,458,13,131|,1214,458,291,286|,1214,458,585,582|,1755,1750,314,131|,1755,1750,314,14,133|,1755,1750,314,39,135|,1755,1750,314,581,582|,1755,1750,314,1039,1036|,1755,1750,310,26,131|,1755,1750,312,162,131|,1755,1750,312,164,131|,1755,1750,1179,1176,131|,1755,1752,370,4,133|,1755,1752,370,13,131|
,730,38,9|,732,4,6|,732,13,9|,732,63,58|,732,83,86|,732,63,723,718|,732,13,14,6|,732,13,31,28|,732,13,33,28|,732,13,237,232|,732,4,15,9|,732,4,151,152|,732,4,273,270|,732,23,26,9|,732,41,42,9|,732,41,61,58|,732,41,85,86|,732,41,123,120|,732,41,721,718|,732,45,42,9|,732,45,61,58|,732,45,85,86|,732,45,123,120|,732,45,721,718|,732,51,46,28|,732,51,119,120|,732,67,68,28|,732,67,337,334|,732,89,92,9|,732,101,701,704|
,1460,502|,1456,984,473|,1456,982,507,502|,1456,986,666,473|,1460,811,808,477|,1458,22,507,502|,1458,26,31,473|,1458,26,33,473|,1458,65,68,473|,1458,311,505,502|,1458,737,738,473|,1458,311,314,31,473|,1458,311,314,33,473|,1458,65,66,507,502|,1458,65,183,180,473|,1458,65,193,190,473|,1458,65,227,230,473|,1458,65,393,388,473|,1458,26,9,29,473|,1458,26,9,121,475|,1458,26,12,507,502|,1458,26,43,123,475|,1458,26,79,80,473|,1458,26,179,180,473|,1458,26,237,234,473|,1458,26,315,505,502|,1458,26,317,318,473|,1458,26,387,384,473|,1458,26,501,498,477|,1458,26,609,604,502|
,952,230,81|,956,364,104|,956,368,81|,956,368,30,79|,956,368,32,79|,956,368,999,994|,956,831,828,104|,956,883,884,104|,956,1329,1326,994|,952,230,30,79|,952,230,32,79|,952,230,999,994|,952,226,68,81|,952,228,220,104|,952,228,224,81|,952,265,266,154|,952,309,304,81|,952,465,460,77|,952,591,588,81|,952,607,608,79|,952,613,610,79|,952,613,614,154|,952,613,707,708|,952,841,842,104|,952,893,894,77|,952,893,896,154|,952,1143,1140,994|,952,1303,1304,94|,952,1713,1710,81|,954,250,363,360|
